paragraph_id,text,sentiment
1,"Good afternoon, the Vice-President and I welcome you to our press conference....",0.75
2,We would like to begin by congratulating Bulgaria on joining the euro area on 1 January 2026.We also...,0.24285714285714288
3,We will now report on the outcome of today’s meeting....,0.0
4,The Governing Council today decided to keep the three key ECB interest rates unchanged. Our updated ...,0.07638888888888888
5,We are determined to ensure that inflation stabilises at our two per cent target in the medium term....,0.2388888888888889
6,The decisions taken today are set out in apress releaseavailable on our website....,0.0
7,I will now outline in more detail how we see the economy and inflation developing and will then expl...,0.25
8,"The economy grew by 0.3 per cent in the fourth quarter of 2025, according to Eurostat’s preliminary ...",0.13333333333333333
9,"The labour market continues to support incomes, even though demand for labour has cooled further. Un...",0.05785123966942149
10,The Governing Council stresses the urgent need to strengthen the euro area and its economy in the pr...,0.11285714285714285
11,"Inflation declined to 1.7 per cent in January, from 2.0 per cent in December and 2.1 per cent in Nov...",0.0
12,Indicators of underlying inflation have changed little over recent months and remain consistent with...,0.010416666666666666
13,"Most measures of longer-term inflation expectations continue to stand at around 2 per cent, supporti...",0.375
14,The euro area continues to face a volatile global policy environment. A renewed increase in uncertai...,0.07051587301587302
15,The outlook for inflation continues to be more uncertain than usual on account of the volatile globa...,0.09182478632478631
16,"Market rates have come down since our last meeting, while global trade and geopolitical tensions tem...",-0.00036075036075036704
17,"Bank lending to firms grew by 3.0 per cent on a yearly basis in December, after 3.1 per cent in Nove...",0.13333333333333336
18,"Mortgage lending grew by 3.0 per cent, after 2.9 per cent in November and 2.8 per cent in October, i...",0.0
19,The Governing Council today decided to keep the three key ECB interest rates unchanged. We are deter...,0.21111111111111114
20,"In any case, we stand ready to adjust all of our instruments within our mandate to ensure that infla...",0.30000000000000004
21,"My first question is on the risk assessment. Given the events of recent weeks, including new tariff ...",0.1360164141414141
22,Let me first of all mention to all of you that the Governing Council took a unanimous decision to ke...,0.06604938271604938
23,"On the exchange rate, because I know that this is a question that has been on the mind of some, I ju...",0.054999999999999986
24,"I have two questions. Firstly, on the role of the global euro, you wanted to push the importance of ...",0.13625
25,Your first question has to do with the international role of the euro. And it is a point that I made...,0.11666666666666668
26,My first question is about the balance of risk. You said it’s broadly balanced. Could you give us so...,0.34249999999999997
27,"You will have noted, because you are an avid reader of our monetary policy statement, that we no lon...",0.06994949494949494
28,Are we still in a good place? I would certainly argue that we are in a good place and inflation is i...,0.24680451127819547
29,Under what conditions of inflation undershooting would the ECB consider easing monetary policy? How ...,0.04722222222222223
30,"On Kevin Warsh, yes, I have known him for a long, long time since back in the financial crisis days,...",0.08125
31,I just want to take you back to the undershooting. We have projected undershooting in 2026 for a lon...,0.1293622448979592
32,My first question is on making sense of the mood music in the monetary policy statement. Some analys...,0.12463524130190796
33,"On your first question, I would like to mention that our monetary policy is in good shape. And it’s ...",0.3827777777777778
34,"Core inflation, you’re right, is one of the underlying inflation elements that we consider. That is ...",0.2619047619047619
35,"I would like to emphasise one element, which you will allow me to pick up because I think it might b...",0.09101190476190477
36,"I have a follow-up on the global euro debate, in particular with regard to euro bonds. You checked a...",0.07083333333333333
37,"Today’s statement talked about the low employment rate, but if you look at some of the other indicat...",0.03229166666666667
38,"On the labour market: first of all, a lot of the data that we get on labour and the labour market in...",0.0005952380952380975
39,"On AI investment, one of the good news stories, as far as the European economy is concerned, is that...",0.11944444444444444
40,DisclaimerPlease note that related topic tags are currently available for selected content only....,0.13333333333333333
41,Reproduction is permitted provided that the source is acknowledged....,0.0
